update,global_step,ep_return_mean_100,ep_len_mean_100,clip_frac
0,1024,0.20520002007484436,1.74,0.097900390625
1,2048,0.36620002031326293,1.69,0.066162109375
2,3072,0.26580001950263976,1.71,0.073486328125
3,4096,0.4536000221967697,1.32,0.06103515625
4,5120,0.28740002155303956,1.63,0.064697265625
5,6144,0.3310000240802765,1.45,0.035888671875
6,7168,0.38780002236366273,1.61,0.044677734375
7,8192,0.3316000217199326,1.42,0.04638671875
8,9216,0.2928000229597092,1.36,0.04248046875
9,10240,0.4270000237226486,1.65,0.0341796875
10,11264,0.3338000226020813,1.31,0.044189453125
11,12288,0.4146000212430954,1.27,0.03955078125
12,13312,0.3718000203371048,1.41,0.038330078125
13,14336,0.4728000199794769,1.36,0.03857421875
14,15360,0.5770000213384628,1.15,0.03564453125
15,16384,0.35240002274513244,1.38,0.032470703125
16,17408,0.4140000224113464,1.3,0.02880859375
17,18432,0.25040002405643463,1.48,0.03369140625
18,19456,0.47300002098083493,1.35,0.03173828125
19,20480,0.4722000217437744,1.39,0.040771484375
20,21504,0.35220002293586733,1.39,0.037841796875
21,22528,0.5924000209569931,1.38,0.036376953125
22,23552,0.5756000220775604,1.22,0.0361328125
23,24576,0.4500000220537186,1.5,0.032470703125
24,25600,0.49520002186298373,1.24,0.025146484375
25,26624,0.5140000200271606,1.3,0.03759765625
26,27648,0.5148000222444534,1.26,0.028564453125
27,28672,0.4128000235557556,1.36,0.04052734375
28,29696,0.3760000205039978,1.2,0.0400390625
29,30720,0.47320002138614653,1.34,0.03857421875
30,31744,0.5746000224351883,1.27,0.032470703125
31,32768,0.5742000222206116,1.29,0.041015625
32,33792,0.49580002069473267,1.21,0.043212890625
33,34816,0.37700002133846283,1.15,0.032470703125
34,35840,0.3558000218868256,1.21,0.026123046875
35,36864,0.5926000207662583,1.37,0.030517578125
36,37888,0.39600001990795136,1.2,0.023193359375
37,38912,0.3162000209093094,1.19,0.03515625
38,39936,0.39580002188682556,1.21,0.019775390625
39,40960,0.6362000209093094,1.19,0.025146484375
40,41984,0.5562000197172164,1.19,0.03955078125
41,43008,0.5574000215530396,1.13,0.023681640625
42,44032,0.4566000217199326,1.17,0.03515625
43,45056,0.49500002086162564,1.25,0.029541015625
44,46080,0.37460002064704895,1.27,0.023193359375
45,47104,0.45600002110004423,1.2,0.021728515625
46,48128,0.47820002019405367,1.09,0.025390625
47,49152,0.5574000209569931,1.13,0.023681640625
48,50176,0.6166000193357468,1.17,0.026123046875
49,51200,0.4760000216960907,1.2,0.028564453125
50,52224,0.4762000197172165,1.19,0.02783203125
51,53248,0.4576000201702118,1.12,0.029541015625
52,54272,0.5190000200271606,1.05,0.030517578125
53,55296,0.516600022315979,1.17,0.0205078125
54,56320,0.43660002052783964,1.17,0.026123046875
55,57344,0.5972000205516815,1.14,0.0205078125
56,58368,0.6172000205516815,1.14,0.029052734375
57,59392,0.6370000207424164,1.15,0.031005859375
58,60416,0.49620002090930937,1.19,0.03759765625
59,61440,0.49720001935958863,1.14,0.051513671875
60,62464,0.3956000220775604,1.22,0.023681640625
61,63488,0.577400020956993,1.13,0.036865234375
62,64512,0.43640002071857453,1.18,0.049072265625
63,65536,0.5362000215053558,1.19,0.02734375
64,66560,0.49680002093315123,1.16,0.019775390625
65,67584,0.3556000196933746,1.22,0.031982421875
66,68608,0.47720002055168154,1.14,0.022705078125
67,69632,0.3978000205755234,1.11,0.028564453125
68,70656,0.41760002076625824,1.12,0.027099609375
69,71680,0.49600002110004426,1.2,0.023681640625
70,72704,0.49760002076625826,1.12,0.020751953125
71,73728,0.5378000211715698,1.11,0.02294921875
72,74752,0.4380000203847885,1.1,0.024169921875
73,75776,0.5388000190258027,1.06,0.025634765625
74,76800,0.3774000209569931,1.13,0.03515625
75,77824,0.5566000205278396,1.17,0.02783203125
76,78848,0.47660002171993254,1.17,0.031005859375
77,79872,0.6966000211238861,1.17,0.035400390625
78,80896,0.5778000205755234,1.11,0.0234375
79,81920,0.3172000205516815,1.14,0.023193359375
80,82944,0.5976000201702117,1.12,0.024658203125
81,83968,0.6774000215530396,1.13,0.019775390625
82,84992,0.49760002017021177,1.12,0.030029296875
83,86016,0.49620002150535586,1.19,0.027587890625
84,87040,0.5576000201702118,1.12,0.027099609375
85,88064,0.3568000215291977,1.16,0.02392578125
86,89088,0.5780000203847885,1.1,0.017578125
87,90112,0.3376000201702118,1.12,0.027099609375
88,91136,0.45540002107620237,1.23,0.033935546875
89,92160,0.55700002014637,1.15,0.041748046875
90,93184,0.5566000211238861,1.17,0.02490234375
91,94208,0.5362000215053558,1.19,0.034423828125
92,95232,0.5570000213384628,1.15,0.032958984375
93,96256,0.6368000197410584,1.16,0.033447265625
94,97280,0.5952000212669373,1.24,0.03173828125
95,98304,0.3374000209569931,1.13,0.040771484375
96,99328,0.5140000224113465,1.3,0.05029296875
97,100352,0.5966000205278397,1.17,0.03271484375
98,101376,0.5152000212669372,1.24,0.027099609375
99,102400,0.5942000204324722,1.29,0.032470703125
100,103424,0.49680001974105836,1.16,0.040771484375
101,104448,0.5954000198841095,1.23,0.032470703125
102,105472,0.5974000203609466,1.13,0.025146484375
103,106496,0.5736000210046768,1.32,0.04248046875
104,107520,0.5760000199079514,1.2,0.033203125
105,108544,0.5348000210523606,1.26,0.0380859375
106,109568,0.5746000188589097,1.27,0.035888671875
107,110592,0.5936000204086304,1.32,0.038818359375
108,111616,0.4740000194311142,1.3,0.041259765625
109,112640,0.7364000195264816,1.18,0.029541015625
110,113664,0.5554000198841095,1.23,0.031494140625
111,114688,0.6968000209331513,1.16,0.025390625
112,115712,0.5370000201463699,1.15,0.03076171875
113,116736,0.6970000195503235,1.15,0.027587890625
114,117760,0.43580002069473267,1.21,0.04345703125
115,118784,0.616000019311905,1.2,0.031982421875
116,119808,0.53620001912117,1.19,0.049560546875
117,120832,0.49740002155303953,1.13,0.0234375
118,121856,0.5338000196218491,1.31,0.044921875
119,122880,0.49660002171993256,1.17,0.0322265625
120,123904,0.7178000205755234,1.11,0.043212890625
121,124928,0.6768000209331513,1.16,0.04833984375
122,125952,0.5778000199794769,1.11,0.0185546875
123,126976,0.5958000212907791,1.21,0.04296875
124,128000,0.616400020122528,1.18,0.024658203125
125,129024,0.49660002052783964,1.17,0.023681640625
126,130048,0.6568000215291977,1.16,0.032470703125
127,131072,0.5350000214576721,1.25,0.0361328125
128,132096,0.5564000201225281,1.18,0.036865234375
129,133120,0.5978000211715698,1.11,0.01513671875
130,134144,0.6962000209093094,1.19,0.020263671875
131,135168,0.49660002171993256,1.17,0.021728515625
132,136192,0.5552000200748444,1.24,0.026611328125
133,137216,0.4370000207424164,1.15,0.02197265625
134,138240,0.7574000203609467,1.13,0.025146484375
135,139264,0.5580000203847885,1.1,0.0400390625
136,140288,0.4380000197887421,1.1,0.032470703125
137,141312,0.5950000214576722,1.25,0.029541015625
138,142336,0.6368000197410584,1.16,0.029541015625
139,143360,0.6576000189781189,1.12,0.02783203125
140,144384,0.6972000205516815,1.14,0.027099609375
141,145408,0.5378000199794769,1.11,0.03515625
142,146432,0.4982000207901001,1.09,0.0341796875
143,147456,0.4578000205755234,1.11,0.025390625
144,148480,0.5584000200033188,1.08,0.021484375
145,149504,0.6164000207185745,1.18,0.029541015625
146,150528,0.7576000201702118,1.12,0.020263671875
147,151552,0.6592000198364257,1.04,0.025146484375
148,152576,0.5168000203371048,1.16,0.025634765625
149,153600,0.5170000207424164,1.15,0.025146484375
150,154624,0.5184000200033188,1.08,0.014892578125
151,155648,0.6960000216960907,1.2,0.027587890625
152,156672,0.6564000207185745,1.18,0.019775390625
153,157696,0.5584000205993652,1.08,0.040283203125
154,158720,0.6376000201702118,1.12,0.0380859375
155,159744,0.6548000192642212,1.26,0.0341796875
156,160768,0.4956000202894211,1.22,0.047607421875
157,161792,0.6164000195264816,1.18,0.029541015625
158,162816,0.6360000199079514,1.2,0.02783203125
159,163840,0.5366000199317932,1.17,0.04931640625
160,164864,0.6180000203847885,1.1,0.030029296875
161,165888,0.5772000199556351,1.14,0.038818359375
