time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.7002480158730159,0.40049603174603177,2.0360615079365076,0.29064905875454206
0.005,0.7128968253968254,0.42579365079365084,2.0509920634920635,0.340443839382903
0.01,0.7146329365079365,0.42926587301587305,1.6391369047619049,0.31840600269151353
0.02,0.7067460317460318,0.41349206349206347,1.5655753968253967,0.33145126961736665
