time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.7470734126984127,0.4941468253968254,1.341468253968254,0.3816321414362186
0.005,0.740922619047619,0.4818452380952381,1.05,0.37601583167989416
0.01,0.748561507936508,0.4971230158730159,1.0276289682539683,0.36149233863467267
0.02,0.7435019841269841,0.4870039682539683,1.0003968253968254,0.362769523499504
