time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.7585813492063491,0.5171626984126985,1.900793650793651,0.17995947459387399
0.005,0.7496031746031746,0.4992063492063492,1.8257440476190476,0.17885400519799935
0.01,0.744593253968254,0.489186507936508,1.378968253968254,0.16781438272466104
0.02,0.7348710317460317,0.4697420634920635,1.0825396825396827,0.16214305090525793
