epoch,train_loss,val_loss,val_acc
0,0.9970742944933942,0.9710487282794454,0.7233695652173913
1,0.9554447646878191,0.9585174451703611,0.7402173913043478
2,0.9419639649022604,0.9549282581909843,0.7244565217391304
3,0.9305096401108636,0.9406063686246458,0.7320652173913044
4,0.9192937390815809,0.9312546745590542,0.7407608695652174
5,0.9097356845215323,0.9216960305752961,0.7293478260869565
6,0.9019189966473602,0.9141722580660945,0.7478260869565218
7,0.8946663956135368,0.9093526809111886,0.7407608695652174
8,0.8900700243198929,0.9101202306540116,0.7309782608695652
9,0.885848171181149,0.9046724075856416,0.725
10,0.8828769907859213,0.9066724258920421,0.7396739130434783
11,0.8798575323560963,0.902542858020119,0.7364130434782609
12,0.8782632627348969,0.9032420282778533,0.7391304347826086
13,0.8762600842305428,0.8983572410500568,0.7532608695652174
14,0.8745878111337118,0.8970125265743422,0.7320652173913044
15,0.8734793510413976,0.896011541719022,0.7429347826086956
16,0.872385869567521,0.8952864149342412,0.7483695652173913
17,0.8718176541697,0.8931083964264911,0.7510869565217392
18,0.8705527877462083,0.8916775273240131,0.7456521739130435
19,0.8694160016262589,0.8900888458542202,0.7423913043478261
20,0.8687066101797537,0.8881656657094541,0.7478260869565218
21,0.8681178164942829,0.8884820730789847,0.7364130434782609
22,0.8678514084954193,0.8870860726937003,0.7380434782608696
23,0.8672314602971652,0.8867144714231077,0.7434782608695653
24,0.8667740962931499,0.886077230391295,0.7396739130434783
25,0.8664350207301154,0.8863426965215931,0.7494565217391305
26,0.8661142769067184,0.8843479493389959,0.7494565217391305
27,0.8655300120224699,0.8847382172294285,0.7391304347826086
28,0.8651003448859506,0.8839897513389587,0.7440217391304348
29,0.86446645092849,0.883437366589256,0.7472826086956522
