time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.6966269841269841,0.39325396825396824,1.0,0.43373422774057535
0.005,0.7006944444444445,0.4013888888888889,1.0,0.43447246248759924
0.01,0.7002480158730159,0.40049603174603177,1.0,0.4280242435515873
0.02,0.7094246031746031,0.41884920634920636,1.0,0.405633060515873
