update,global_step,ep_return_mean_100,ep_len_mean_100,clip_frac
0,1024,0.38,1.51,0.00390625
1,2048,0.28,1.32,0.0029296875
2,3072,0.18,1.46,0.00341796875
3,4096,0.24,1.38,0.00146484375
4,5120,0.34,1.31,0.0029296875
5,6144,0.3,1.39,0.003173828125
6,7168,0.42,1.38,0.00341796875
7,8192,0.24,1.3,0.00146484375
8,9216,0.36,1.23,0.0009765625
9,10240,0.2,1.49,0.0009765625
10,11264,0.2,1.53,0.00634765625
11,12288,0.46,1.41,0.002685546875
12,13312,0.34,1.43,0.0029296875
13,14336,0.46,1.43,0.0029296875
14,15360,0.44,1.41,0.002685546875
15,16384,0.48,1.17,0.003662109375
16,17408,0.46,1.24,0.002685546875
17,18432,0.52,1.23,0.005126953125
18,19456,0.46,1.42,0.006103515625
19,20480,0.38,1.22,0.004150390625
20,21504,0.38,1.45,0.003662109375
21,22528,0.42,1.31,0.002685546875
22,23552,0.24,1.22,0.00439453125
23,24576,0.44,1.46,0.006103515625
24,25600,0.42,1.32,0.004150390625
25,26624,0.4,1.29,0.00244140625
26,27648,0.56,1.33,0.003173828125
27,28672,0.5,1.36,0.0029296875
28,29696,0.48,1.26,0.003173828125
29,30720,0.44,1.35,0.001708984375
30,31744,0.44,1.27,0.006591796875
31,32768,0.36,1.31,0.004150390625
32,33792,0.34,1.42,0.004150390625
33,34816,0.4,1.29,0.0048828125
34,35840,0.46,1.15,0.003173828125
35,36864,0.2,1.29,0.001953125
36,37888,0.58,1.25,0.00146484375
37,38912,0.48,1.29,0.00390625
38,39936,0.36,1.32,0.00244140625
39,40960,0.36,1.4,0.00244140625
40,41984,0.36,1.33,0.002197265625
41,43008,0.36,1.2,0.003662109375
42,44032,0.46,1.23,0.00390625
43,45056,0.58,1.33,0.002685546875
44,46080,0.4,1.28,0.008544921875
45,47104,0.46,1.31,0.003173828125
46,48128,0.48,1.28,0.002197265625
47,49152,0.52,1.29,0.002685546875
48,50176,0.46,1.29,0.002197265625
49,51200,0.46,1.2,0.0048828125
50,52224,0.54,1.39,0.004150390625
51,53248,0.46,1.31,0.00390625
52,54272,0.36,1.2,0.005126953125
53,55296,0.38,1.18,0.003662109375
54,56320,0.4,1.37,0.00341796875
55,57344,0.34,1.35,0.002197265625
56,58368,0.38,1.36,0.004638671875
57,59392,0.54,1.2,0.007568359375
58,60416,0.5,1.14,0.0048828125
59,61440,0.56,1.19,0.006103515625
60,62464,0.4,1.31,0.005859375
61,63488,0.46,1.19,0.00732421875
62,64512,0.5,1.25,0.002685546875
63,65536,0.46,1.28,0.0078125
64,66560,0.56,1.11,0.00439453125
65,67584,0.5,1.12,0.00390625
66,68608,0.52,1.2,0.010498046875
67,69632,0.46,1.35,0.00732421875
68,70656,0.42,1.22,0.007568359375
69,71680,0.62,1.33,0.003173828125
70,72704,0.52,1.12,0.002685546875
71,73728,0.42,1.3,0.008544921875
72,74752,0.46,1.45,0.00341796875
