epoch,train_loss,val_loss,val_acc
0,0.9953740466620036,0.9809135950129965,0.7059782608695652
1,0.9527687951562486,0.965700203957765,0.7081521739130435
2,0.9368962415174585,0.9582458786342455,0.7130434782608696
3,0.924993644302018,0.9458871457887732,0.7315217391304348
4,0.9130493733617995,0.9403374739315199,0.7288043478260869
5,0.9043714850421113,0.9324266858722853,0.7472826086956522
6,0.8957869381720317,0.9262301014817279,0.7298913043478261
7,0.8898694342461185,0.9213754145995431,0.7418478260869565
8,0.88484729891238,0.9155431052912837,0.7483695652173913
9,0.8826172323042644,0.914074358732804,0.7391304347826086
10,0.8788010040343096,0.9103729232497837,0.7489130434782608
11,0.8762942952810279,0.9091350876766703,0.7570652173913044
12,0.8753922860979458,0.9078319591024647,0.7516304347826087
13,0.8736683377897106,0.9067785428917926,0.7576086956521739
14,0.8719993409327262,0.9043002776477648,0.7554347826086957
15,0.8703918543414794,0.9053819568260856,0.7456521739130435
16,0.8694917772703125,0.9026126576506573,0.7543478260869565
17,0.8683139932328376,0.9019829682681871,0.7576086956521739
18,0.8678973757702372,0.9011610746383667,0.7559782608695652
19,0.867133697449873,0.9013967773188716,0.7483695652173913
20,0.8660356036706823,0.9010457059611445,0.7581521739130435
21,0.8654597842175028,0.9010040785955347,0.7543478260869565
22,0.8648433647869865,0.901244474493939,0.7554347826086957
23,0.8644064241561337,0.8998950020126675,0.7440217391304348
24,0.8640180852102197,0.9007630192715189,0.746195652173913
25,0.8635893887367802,0.8991909286250239,0.7505434782608695
26,0.8631561677812954,0.8976929498755414,0.7489130434782608
27,0.8629685352389939,0.8990662771722545,0.753804347826087
28,0.8628990235535995,0.8967303115388622,0.753804347826087
29,0.8621576822898238,0.897604851619057,0.7396739130434783
