epoch,train_loss,val_loss,val_acc
0,1.0218065268751504,0.9900478280108908,0.6983695652173914
1,0.9586247473523237,0.9668455668117689,0.7010869565217391
2,0.9399744557297748,0.9583196821420089,0.7059782608695652
3,0.9287414680356565,0.951579723669135,0.7070652173913043
4,0.9198766704918682,0.9467044861420341,0.720108695652174
5,0.9128693627274554,0.9400985396426657,0.7277173913043479
6,0.9057091445738567,0.9357183938441069,0.7315217391304348
7,0.8991745117205928,0.9292973979659702,0.7385869565217391
8,0.8932938054563918,0.9231082226919092,0.7336956521739131
9,0.8896492687976303,0.9189777400182642,0.7548913043478261
10,0.8853757107891322,0.9132093916768613,0.741304347826087
11,0.8823229834653329,0.9136445755543916,0.7548913043478261
12,0.8795709900809947,0.9109372729840486,0.7483695652173913
13,0.8776858817552022,0.9102819847024005,0.746195652173913
14,0.8753042379439165,0.909146003101183,0.7505434782608695
15,0.8738055197513046,0.9077048094376273,0.75
16,0.8724297705479866,0.9057458535484646,0.7434782608695653
17,0.871031065493966,0.9037793304609216,0.7548913043478261
18,0.8699446827317205,0.903700281744418,0.7543478260869565
19,0.868670962570946,0.9011635780334473,0.7521739130434782
20,0.8681049565762138,0.9012808100036953,0.753804347826087
21,0.8671664742455967,0.8995724994203319,0.7592391304347826
22,0.8662651512357924,0.9004425484201183,0.7548913043478261
23,0.8660554171760301,0.8987852905107581,0.7543478260869565
24,0.8648495008980018,0.8967324676720992,0.7516304347826087
25,0.8642619672604805,0.8961762112119923,0.758695652173913
26,0.8639319133067477,0.8961193380148514,0.758695652173913
27,0.8628793001750817,0.8937386663063712,0.7510869565217392
28,0.8628292406238796,0.8940401906552522,0.7510869565217392
29,0.861755184793242,0.8925079185029735,0.7592391304347826
