time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.63125,0.26249999999999996,2.38125,0.08410663995563898
0.005,0.6,0.19999999999999996,2.71875,0.06833164099491003
0.01,0.625,0.25,2.496875,0.06712493412078373
0.02,0.5125,0.025000000000000022,1.0,0.01343994140625
