time_cost,acc,kappa,mdt_steps_mean,spike_rate_mean
0.0,0.6844742063492064,0.3689484126984126,1.0983630952380954,0.3248905113260582
0.005,0.6798115079365079,0.35962301587301587,1.1196428571428572,0.3290852961464534
0.01,0.6788194444444444,0.3576388888888889,1.1419146825396824,0.32972640426070604
0.02,0.6754960317460318,0.35099206349206347,1.0938492063492062,0.3234684858372603
