epoch,train_loss,val_loss,val_acc
0,0.6336728181815954,0.6084327930989473,0.6793478260869565
1,0.5931620275340794,0.5979884966560032,0.6858695652173913
2,0.5830716427397613,0.5916921807372052,0.6869565217391305
3,0.5735026387776729,0.5857142469157344,0.6858695652173913
4,0.5650003065809536,0.584037298741548,0.6864130434782608
5,0.5572967368047594,0.5759558366692584,0.6989130434782609
6,0.5501252916700022,0.5731029199517291,0.7114130434782608
7,0.544925216027504,0.5709829848745595,0.7081521739130435
8,0.5406813157929314,0.5662365503933119,0.7086956521739131
9,0.537330152619864,0.5619096419085627,0.716304347826087
10,0.5347113951968686,0.5616408508756886,0.7260869565217392
11,0.5330357240593951,0.5578878729239755,0.7282608695652174
12,0.5314537744591201,0.5549466506294582,0.7304347826086957
13,0.5300173422564631,0.5540593525637751,0.7326086956521739
14,0.5288596110067506,0.5532547157743702,0.7309782608695652
15,0.5275277907145772,0.5521498348401941,0.7315217391304348
16,0.5265840041464653,0.5528666791708573,0.7260869565217392
17,0.5259743543062809,0.5536314741424893,0.7195652173913043
18,0.5250040407917925,0.5506666613661725,0.7255434782608695
19,0.5244672586376541,0.5492953709934069,0.7298913043478261
20,0.5237201403304574,0.5495017663292263,0.7326086956521739
21,0.5231017994419964,0.5479357009348662,0.7336956521739131
22,0.522298949064264,0.5478594043980474,0.7309782608695652
23,0.5215808844220811,0.5474252830380979,0.7353260869565217
24,0.5215100175228672,0.5448486934537473,0.7407608695652174
25,0.5214612034783848,0.5431376203246738,0.7434782608695653
26,0.5203310110142841,0.5428768707358319,0.7369565217391304
27,0.5200022412958928,0.5438318719034609,0.7375
28,0.5196155551551045,0.5424537580946217,0.7375
29,0.5193610297884919,0.5421504559724227,0.7423913043478261
