epoch,train_loss,val_loss,val_acc
0,0.9990899470693247,0.9876656169476716,0.08152173913043478
1,0.9670469994130342,0.9836569920830105,0.17391304347826086
2,0.9568357957158111,0.9639868762182153,0.1793478260869565
3,0.943251773930978,0.9528886313023774,0.2391304347826087
4,0.936191651556227,0.9604494856751483,0.34782608695652173
5,0.924908183047161,0.9646295412727024,0.30978260869565216
6,0.9072262863606071,0.9536812409110691,0.35597826086956524
7,0.8933750336296893,0.9389994973721711,0.375
8,0.8745080419784583,0.9634131970612899,0.46195652173913043
9,0.8744559691148104,0.9711364352184794,0.46195652173913043
10,0.8545374075571696,1.0284793117771978,0.4945652173913043
11,0.8251756478622916,0.979518201040185,0.41304347826086957
12,0.8257758689387409,1.0220438812090002,0.48641304347826086
13,0.8227460079147044,1.0581799952880195,0.4945652173913043
14,0.8084964288605584,1.0073369171308435,0.5054347826086957
15,0.7898392806882444,1.041323159051978,0.44021739130434784
16,0.7842529626284245,1.076530451359956,0.45652173913043476
17,0.7657534278533309,1.0383058112600576,0.4266304347826087
18,0.759980228788035,1.0546858310699463,0.42391304347826086
19,0.7422450881649331,1.0536776677421902,0.45108695652173914
20,0.7417387207925031,1.1008922328119692,0.38858695652173914
21,0.7236579806332427,1.0744544682295427,0.42934782608695654
22,0.7047370323812329,1.093352312627046,0.41847826086956524
23,0.7051499313202457,1.10369248493858,0.4048913043478261
24,0.694784815184736,1.180741056152012,0.4429347826086957
25,0.6815884156503539,1.1713806909063589,0.46467391304347827
26,0.6832799306814221,1.1368703427522078,0.46467391304347827
27,0.6693179267616087,1.1137709099313486,0.45108695652173914
28,0.6691572096036829,1.2312481040539949,0.4157608695652174
29,0.6487632111650734,1.188668385795925,0.4375
