epoch,train_loss,val_loss,val_acc
0,1.0207502801637143,0.9879604603933252,0.6885869565217392
1,0.959801707578742,0.9681726020315419,0.6858695652173913
2,0.9422071650984206,0.9572940365127895,0.6815217391304348
3,0.9297535284129894,0.9517959900524305,0.6940217391304347
4,0.920183375261832,0.9493642889935038,0.696195652173913
5,0.9118692762609841,0.9412232455999955,0.696195652173913
6,0.9046914891344338,0.9357072814651157,0.7108695652173913
7,0.899297184990224,0.929656560006349,0.7130434782608696
8,0.8930579893255003,0.9268365891083427,0.7125
9,0.8891029406860831,0.923034712024357,0.7222826086956522
10,0.8858473672383074,0.9218418002128601,0.725
11,0.8829772691219901,0.9187482828679292,0.721195652173913
12,0.8802215687318701,0.9160765668620234,0.7369565217391304
13,0.878297545771668,0.9133787673452626,0.7391304347826086
14,0.8766162974247034,0.9137161944223486,0.7304347826086957
15,0.874719940809812,0.9104398851809294,0.7429347826086956
16,0.873631577272922,0.9092070874960526,0.7320652173913044
17,0.8723168056368252,0.9085598847140437,0.7347826086956522
18,0.8710433054661405,0.9060989022254944,0.7347826086956522
19,0.8703155174923404,0.9067941152531168,0.7391304347826086
20,0.8690749199494071,0.9050383697385374,0.7380434782608696
21,0.8683004540521742,0.9053062589272208,0.7298913043478261
22,0.8679657584227226,0.9019730687141418,0.7385869565217391
23,0.8667739995435816,0.900433221588964,0.7358695652173913
24,0.8661650710059825,0.8995576449062513,0.7331521739130434
25,0.865589345710865,0.8983034983925198,0.7402173913043478
26,0.8646254251544602,0.8981874429661295,0.7342391304347826
27,0.8641068316312228,0.897777839847233,0.7369565217391304
28,0.8638285660513357,0.8957651516665583,0.7326086956521739
29,0.863249751680715,0.8939213053039883,0.7369565217391304
