epoch,train_loss,val_loss,val_acc
0,0.6345314775112171,0.606393347615781,0.725
1,0.5953878619244709,0.597227174302806,0.7288043478260869
2,0.5839279466781063,0.5915808833163717,0.721195652173913
3,0.5739409105789258,0.5827691840088886,0.7244565217391304
4,0.5651953505433124,0.5754735469818115,0.7266304347826087
5,0.5579324710196343,0.5665714248366978,0.7266304347826087
6,0.5509133808278807,0.5620245855787526,0.7320652173913044
7,0.5465817028197689,0.5571632566659347,0.7347826086956522
8,0.5417444265407064,0.553931334744329,0.7380434782608696
9,0.5384421737297721,0.5524439371150472,0.7440217391304348
10,0.5362136398536571,0.5511559092480204,0.7407608695652174
11,0.5339284265674831,0.5504025143125783,0.7456521739130435
12,0.5325751981297553,0.5506802771402441,0.7445652173913043
13,0.5308548687160879,0.5463038164636363,0.7456521739130435
14,0.5294758562304548,0.5456732835458673,0.7396739130434783
15,0.5282769738764003,0.545238196849823,0.7429347826086956
16,0.5272340630563561,0.5429802679497263,0.7478260869565218
17,0.5266427659758047,0.542336308437845,0.7597826086956522
18,0.5257280365280483,0.5414438260638196,0.753804347826087
19,0.5250450194169933,0.5421193358690842,0.7576086956521739
20,0.5241925857493267,0.5413730947867684,0.7614130434782609
21,0.5238033573408634,0.538590105979339,0.7597826086956522
22,0.5230785403850574,0.5376167077085247,0.7527173913043478
23,0.5227391521135966,0.537406009176503,0.7608695652173914
24,0.5220213065976682,0.5376987236997356,0.7565217391304347
25,0.5219307700217058,0.5367874775243842,0.75
26,0.5214442795025553,0.5369990299577299,0.7565217391304347
27,0.5208917273127515,0.5370986954025601,0.746195652173913
28,0.5206650982156468,0.5345382586769436,0.7451086956521739
29,0.5202098269969369,0.5339720637901969,0.75
